entry,reading,level,root,form,meaning_bn,aspect,person,arabic,bangla,source_pdf,source_page,note
15,1,1,كذب,II,অস্বীকার করা,IMPV,2MS,كَذِّبْ,অস্বীকার করো (তুমি),Quran words - level1.pdf,37,
15,1,1,كذب,II,অস্বীকার করা,IMPV,2MP,كَذِّبُوا,অস্বীকার করো (তোমরা),Quran words - level1.pdf,37,
16,1,1,دعو,I,আহ্বান করা,PERF,3MS,دَعَا,সে আহ্বান করেছে,Quran words - level1.pdf,37,
16,1,1,دعو,I,আহ্বান করা,PERF,3MP,دَعَوْا,তারা আহ্বান করেছে,Quran words - level1.pdf,37,
16,1,1,دعو,I,আহ্বান করা,PERF,2MS,دَعَوْتَ,তুমি আহ্বান করেছো,Quran words - level1.pdf,37,
16,1,1,دعو,I,আহ্বান করা,PERF,2MP,دَعَوْتُمْ,তোমরা আহ্বান করেছো,Quran words - level1.pdf,37,
16,1,1,دعو,I,আহ্বান করা,PERF,1S,دَعَوْتُ,আমি আহ্বান করেছি,Quran words - level1.pdf,37,
16,1,1,دعو,I,আহ্বান করা,PERF,1P,دَعَوْنَا,আমরা আহ্বান করেছি,Quran words - level1.pdf,37,
16,1,1,دعو,I,আহ্বান করা,IMPF,3MS,يَدْعُو,সে আহ্বান করে / করবে,Quran words - level1.pdf,37,
16,1,1,دعو,I,আহ্বান করা,IMPF,3MP,يَدْعُونَ,তারা আহ্বান করে / করবে,Quran words - level1.pdf,37,
16,1,1,دعو,I,আহ্বান করা,IMPF,2MS,تَدْعُو,তুমি আহ্বান কর / করবে,Quran words - level1.pdf,37,
16,1,1,دعو,I,আহ্বান করা,IMPF,2MP,تَدْعُونَ,তোমরা আহ্বান কর / করবে,Quran words - level1.pdf,37,
16,1,1,دعو,I,আহ্বান করা,IMPF,1S,أَدْعُو,আমি আহ্বান করি / করবো,Quran words - level1.pdf,37,
16,1,1,دعو,I,আহ্বান করা,IMPF,1P,نَدْعُو,আমরা আহ্বান করি / করবো,Quran words - level1.pdf,37,
16,1,1,دعو,I,আহ্বান করা,IMPV,2MS,اُدْعُ,আহ্বান করো (তুমি),Quran words - level1.pdf,37,
16,1,1,دعو,I,আহ্বান করা,IMPV,2MP,اُدْعُوا,আহ্বান করো (তোমরা),Quran words - level1.pdf,37,
17,1,1,وقي,VIII,"ভয় করা, বেঁচে চলা",PERF,3MS,اِتَّقَى,সে ভয় করেছে,Quran words - level1.pdf,37,
17,1,1,وقي,VIII,"ভয় করা, বেঁচে চলা",PERF,3MP,اِتَّقَوْا,তারা ভয় করেছে,Quran words - level1.pdf,37,
17,1,1,وقي,VIII,"ভয় করা, বেঁচে চলা",PERF,2MS,اِتَّقَيْتَ,তুমি ভয় করেছো,Quran words - level1.pdf,37,
17,1,1,وقي,VIII,"ভয় করা, বেঁচে চলা",PERF,2MP,اِتَّقَيْتُمْ,তোমরা ভয় করেছো,Quran words - level1.pdf,37,
17,1,1,وقي,VIII,"ভয় করা, বেঁচে চলা",PERF,1S,اِتَّقَيْتُ,আমি ভয় করেছি,Quran words - level1.pdf,37,
17,1,1,وقي,VIII,"ভয় করা, বেঁচে চলা",PERF,1P,اِتَّقَيْنَا,আমরা ভয় করেছি,Quran words - level1.pdf,37,
17,1,1,وقي,VIII,"ভয় করা, বেঁচে চলা",IMPF,3MS,يَتَّقِى,সে ভয় করে / করবে,Quran words - level1.pdf,37,
17,1,1,وقي,VIII,"ভয় করা, বেঁচে চলা",IMPF,3MP,يَتَّقُونَ,তারা ভয় করে / করবে,Quran words - level1.pdf,37,
17,1,1,وقي,VIII,"ভয় করা, বেঁচে চলা",IMPF,2MS,تَتَّقِى,তুমি ভয় কর / করবে,Quran words - level1.pdf,37,
17,1,1,وقي,VIII,"ভয় করা, বেঁচে চলা",IMPF,2MP,تَتَّقُونَ,তোমরা ভয় কর / করবে,Quran words - level1.pdf,37,
17,1,1,وقي,VIII,"ভয় করা, বেঁচে চলা",IMPF,1S,أَتَّقِى,আমি ভয় করি / করবো,Quran words - level1.pdf,37,
17,1,1,وقي,VIII,"ভয় করা, বেঁচে চলা",IMPF,1P,نَتَّقِى,আমরা ভয় করি / করবো,Quran words - level1.pdf,37,
17,1,1,وقي,VIII,"ভয় করা, বেঁচে চলা",IMPV,2MS,اِتَّقِ,ভয় করো (তুমি),Quran words - level1.pdf,37,
17,1,1,وقي,VIII,"ভয় করা, বেঁচে চলা",IMPV,2MP,اِتَّقُوا,ভয় করো (তোমরা),Quran words - level1.pdf,37,
18,1,1,هدي,I,সৎ পথে পরিচালনা করা,PERF,3MS,هَدَى,সে সৎ পথে পরিচালনা করেছে,Quran words - level1.pdf,38,
18,1,1,هدي,I,সৎ পথে পরিচালনা করা,PERF,3MP,هَدَوْا,তারা সৎ পথে পরিচালনা করেছে,Quran words - level1.pdf,38,
18,1,1,هدي,I,সৎ পথে পরিচালনা করা,PERF,2MS,هَدَيْتَ,তুমি সৎ পথে পরিচালনা করেছো,Quran words - level1.pdf,38,
18,1,1,هدي,I,সৎ পথে পরিচালনা করা,PERF,2MP,هَدَيْتُمْ,তোমরা সৎ পথে পরিচালনা করেছো,Quran words - level1.pdf,38,
18,1,1,هدي,I,সৎ পথে পরিচালনা করা,PERF,1S,هَدَيْتُ,আমি সৎ পথে পরিচালনা করেছি,Quran words - level1.pdf,38,
18,1,1,هدي,I,সৎ পথে পরিচালনা করা,PERF,1P,هَدَيْنَا,আমরা সৎ পথে পরিচালনা করেছি,Quran words - level1.pdf,38,
18,1,1,هدي,I,সৎ পথে পরিচালনা করা,IMPF,3MS,يَهْدِي,সে সৎ পথে পরিচালনা করে / করবে,Quran words - level1.pdf,38,
18,1,1,هدي,I,সৎ পথে পরিচালনা করা,IMPF,3MP,يَهْدُونَ,তারা সৎ পথে পরিচালনা করে / করবে,Quran words - level1.pdf,38,
18,1,1,هدي,I,সৎ পথে পরিচালনা করা,IMPF,2MS,تَهْدِي,তুমি সৎ পথে পরিচালনা কর / করবে,Quran words - level1.pdf,38,
18,1,1,هدي,I,সৎ পথে পরিচালনা করা,IMPF,2MP,تَهْدُونَ,তোমরা সৎ পথে পরিচালনা কর / করবে,Quran words - level1.pdf,38,
18,1,1,هدي,I,সৎ পথে পরিচালনা করা,IMPF,1S,أَهْدِي,আমি সৎ পথে পরিচালনা করি / করবো,Quran words - level1.pdf,38,
18,1,1,هدي,I,সৎ পথে পরিচালনা করা,IMPF,1P,نَهْدِي,আমরা সৎ পথে পরিচালনা করি / করবো,Quran words - level1.pdf,38,
18,1,1,هدي,I,সৎ পথে পরিচালনা করা,IMPV,2MS,اِهْدِ,সৎ পথে পরিচালনা করো (তুমি),Quran words - level1.pdf,38,
18,1,1,هدي,I,সৎ পথে পরিচালনা করা,IMPV,2MP,اِهْدُوا,সৎ পথে পরিচালনা করো (তোমরা),Quran words - level1.pdf,38,
19,1,1,رود,IV,ইচ্ছা করা,PERF,3MS,أَرَادَ,সে ইচ্ছা করেছে,Quran words - level1.pdf,38,
19,1,1,رود,IV,ইচ্ছা করা,PERF,3MP,أَرَادُوا,তারা ইচ্ছা করেছে,Quran words - level1.pdf,38,
19,1,1,رود,IV,ইচ্ছা করা,PERF,2MS,أَرَدْتَ,তুমি ইচ্ছা করেছো,Quran words - level1.pdf,38,
19,1,1,رود,IV,ইচ্ছা করা,PERF,2MP,أَرَدْتُمْ,তোমরা ইচ্ছা করেছো,Quran words - level1.pdf,38,
19,1,1,رود,IV,ইচ্ছা করা,PERF,1S,أَرَدْتُ,আমি ইচ্ছা করেছি,Quran words - level1.pdf,38,
19,1,1,رود,IV,ইচ্ছা করা,PERF,1P,أَرَدْنَا,আমরা ইচ্ছা করেছি,Quran words - level1.pdf,38,
19,1,1,رود,IV,ইচ্ছা করা,IMPF,3MS,يُرِيدُ,সে ইচ্ছা করে / করবে,Quran words - level1.pdf,38,
19,1,1,رود,IV,ইচ্ছা করা,IMPF,3MP,يُرِيدُونَ,তারা ইচ্ছা করে / করবে,Quran words - level1.pdf,38,
19,1,1,رود,IV,ইচ্ছা করা,IMPF,2MS,تُرِيدُ,তুমি ইচ্ছা কর / করবে,Quran words - level1.pdf,38,
19,1,1,رود,IV,ইচ্ছা করা,IMPF,2MP,تُرِيدُونَ,তোমরা ইচ্ছা কর / করবে,Quran words - level1.pdf,38,
19,1,1,رود,IV,ইচ্ছা করা,IMPF,1S,أُرِيدُ,আমি ইচ্ছা করি / করবো,Quran words - level1.pdf,38,
19,1,1,رود,IV,ইচ্ছা করা,IMPF,1P,نُرِيدُ,আমরা ইচ্ছা করি / করবো,Quran words - level1.pdf,38,
19,1,1,رود,IV,ইচ্ছা করা,IMPV,2MS,أَرِدْ,ইচ্ছা করো (তুমি),Quran words - level1.pdf,38,
19,1,1,رود,IV,ইচ্ছা করা,IMPV,2MP,أَرِيدُوا,ইচ্ছা করো (তোমরা),Quran words - level1.pdf,38,
20,1,1,تبع,VIII,অনুসরণ করা,PERF,3MS,اِتَّبَعَ,সে অনুসরণ করেছে,Quran words - level1.pdf,38,
20,1,1,تبع,VIII,অনুসরণ করা,PERF,3MP,اِتَّبَعُوا,তারা অনুসরণ করেছে,Quran words - level1.pdf,38,
20,1,1,تبع,VIII,অনুসরণ করা,PERF,2MS,اِتَّبَعْتَ,তুমি অনুসরণ করেছো,Quran words - level1.pdf,38,
20,1,1,تبع,VIII,অনুসরণ করা,PERF,2MP,اِتَّبَعْتُمْ,তোমরা অনুসরণ করেছো,Quran words - level1.pdf,38,
20,1,1,تبع,VIII,অনুসরণ করা,PERF,1S,اِتَّبَعْتُ,আমি অনুসরণ করেছি,Quran words - level1.pdf,38,
20,1,1,تبع,VIII,অনুসরণ করা,PERF,1P,اِتَّبَعْنَا,আমরা অনুসরণ করেছি,Quran words - level1.pdf,38,
20,1,1,تبع,VIII,অনুসরণ করা,IMPF,3MS,يَتَّبِعُ,সে অনুসরণ করে / করবে,Quran words - level1.pdf,39,
20,1,1,تبع,VIII,অনুসরণ করা,IMPF,3MP,يَتَّبِعُونَ,তারা অনুসরণ করে / করবে,Quran words - level1.pdf,39,
20,1,1,تبع,VIII,অনুসরণ করা,IMPF,2MS,تَتَّبِعُ,তুমি অনুসরণ কর / করবে,Quran words - level1.pdf,39,
20,1,1,تبع,VIII,অনুসরণ করা,IMPF,2MP,تَتَّبِعُونَ,তোমরা অনুসরণ কর / করবে,Quran words - level1.pdf,39,
20,1,1,تبع,VIII,অনুসরণ করা,IMPF,1S,أَتَّبِعُ,আমি অনুসরণ করি / করবো,Quran words - level1.pdf,39,
20,1,1,تبع,VIII,অনুসরণ করা,IMPF,1P,نَتَّبِعُ,আমরা অনুসরণ করি / করবো,Quran words - level1.pdf,39,
20,1,1,تبع,VIII,অনুসরণ করা,IMPV,2MS,اِتَّبِعْ,অনুসরণ করো (তুমি),Quran words - level1.pdf,39,
20,1,1,تبع,VIII,অনুসরণ করা,IMPV,2MP,اِتَّبِعُوا,অনুসরণ করো (তোমরা),Quran words - level1.pdf,39,
21,1,1,رسل,IV,প্রেরণ করা,PERF,3MS,أَرْسَلَ,সে প্রেরণ করেছে,Quran words - level1.pdf,39,
21,1,1,رسل,IV,প্রেরণ করা,PERF,3MP,أَرْسَلُوا,তারা প্রেরণ করেছে,Quran words - level1.pdf,39,
21,1,1,رسل,IV,প্রেরণ করা,PERF,2MS,أَرْسَلْتَ,তুমি প্রেরণ করেছো,Quran words - level1.pdf,39,
21,1,1,رسل,IV,প্রেরণ করা,PERF,2MP,أَرْسَلْتُمْ,তোমরা প্রেরণ করেছো,Quran words - level1.pdf,39,
21,1,1,رسل,IV,প্রেরণ করা,PERF,1S,أَرْسَلْتُ,আমি প্রেরণ করেছি,Quran words - level1.pdf,39,
21,1,1,رسل,IV,প্রেরণ করা,PERF,1P,أَرْسَلْنَا,আমরা প্রেরণ করেছি,Quran words - level1.pdf,39,
21,1,1,رسل,IV,প্রেরণ করা,IMPF,3MS,يُرْسِلُ,সে প্রেরণ করে / করবে,Quran words - level1.pdf,39,
21,1,1,رسل,IV,প্রেরণ করা,IMPF,3MP,يُرْسِلُونَ,তারা প্রেরণ করে / করবে,Quran words - level1.pdf,39,
21,1,1,رسل,IV,প্রেরণ করা,IMPF,2MS,تُرْسِلُ,তুমি প্রেরণ কর / করবে,Quran words - level1.pdf,39,
21,1,1,رسل,IV,প্রেরণ করা,IMPF,2MP,تُرْسِلُونَ,তোমরা প্রেরণ কর / করবে,Quran words - level1.pdf,39,
21,1,1,رسل,IV,প্রেরণ করা,IMPF,1S,أُرْسِلُ,আমি প্রেরণ করি / করবো,Quran words - level1.pdf,39,
21,1,1,رسل,IV,প্রেরণ করা,IMPF,1P,نُرْسِلُ,আমরা প্রেরণ করি / করবো,Quran words - level1.pdf,39,
21,1,1,رسل,IV,প্রেরণ করা,IMPV,2MS,أَرْسِلْ,প্রেরণ করো (তুমি),Quran words - level1.pdf,39,
21,1,1,رسل,IV,প্রেরণ করা,IMPV,2MP,أَرْسِلُوا,প্রেরণ করো (তোমরা),Quran words - level1.pdf,39,
22,1,1,اخذ,I,গ্রহণ করা,PERF,3MS,أَخَذَ,সে গ্রহণ করেছে,Quran words - level1.pdf,39,
22,1,1,اخذ,I,গ্রহণ করা,PERF,3MP,أَخَذُوا,তারা গ্রহণ করেছে,Quran words - level1.pdf,39,
22,1,1,اخذ,I,গ্রহণ করা,PERF,2MS,أَخَذْتَ,তুমি গ্রহণ করেছো,Quran words - level1.pdf,39,
22,1,1,اخذ,I,গ্রহণ করা,PERF,2MP,أَخَذْتُمْ,তোমরা গ্রহণ করেছো,Quran words - level1.pdf,39,
22,1,1,اخذ,I,গ্রহণ করা,PERF,1S,أَخَذْتُ,আমি গ্রহণ করেছি,Quran words - level1.pdf,39,
22,1,1,اخذ,I,গ্রহণ করা,PERF,1P,أَخَذْنَا,আমরা গ্রহণ করেছি,Quran words - level1.pdf,39,
22,1,1,اخذ,I,গ্রহণ করা,IMPF,3MS,يَأْخُذُ,সে গ্রহণ করে / করবে,Quran words - level1.pdf,39,
22,1,1,اخذ,I,গ্রহণ করা,IMPF,3MP,يَأْخُذُونَ,তারা গ্রহণ করে / করবে,Quran words - level1.pdf,39,
22,1,1,اخذ,I,গ্রহণ করা,IMPF,2MS,تَأْخُذُ,তুমি গ্রহণ কর / করবে,Quran words - level1.pdf,39,
22,1,1,اخذ,I,গ্রহণ করা,IMPF,2MP,تَأْخُذُونَ,তোমরা গ্রহণ কর / করবে,Quran words - level1.pdf,39,
22,1,1,اخذ,I,গ্রহণ করা,IMPF,1S,آخُذُ,আমি গ্রহণ করি / করবো,Quran words - level1.pdf,39,
22,1,1,اخذ,I,গ্রহণ করা,IMPF,1P,نَأْخُذُ,আমরা গ্রহণ করি / করবো,Quran words - level1.pdf,39,
22,1,1,اخذ,I,গ্রহণ করা,IMPV,2MS,خُذْ,গ্রহণ করো (তুমি),Quran words - level1.pdf,39,
22,1,1,اخذ,I,গ্রহণ করা,IMPV,2MP,خُذُوا,গ্রহণ করো (তোমরা),Quran words - level1.pdf,39,
23,1,1,اخذ,VIII,গ্রহণ করা,PERF,3MS,اِتَّخَذَ,সে গ্রহণ করেছে,Quran words - level1.pdf,40,
23,1,1,اخذ,VIII,গ্রহণ করা,PERF,3MP,اِتَّخَذُوا,তারা গ্রহণ করেছে,Quran words - level1.pdf,40,
23,1,1,اخذ,VIII,গ্রহণ করা,PERF,2MS,اِتَّخَذْتَ,তুমি গ্রহণ করেছো,Quran words - level1.pdf,40,
23,1,1,اخذ,VIII,গ্রহণ করা,PERF,2MP,اِتَّخَذْتُمْ,তোমরা গ্রহণ করেছো,Quran words - level1.pdf,40,
